genes,Fold.c,logCPM,F,p.val,FDR
Maea,0.658,6.85,31.677,1.303091664421209e-4,8.65137765596491e-4
Slc31a1,1.113,2.841,31.671,1.3042172315365903e-4,8.652407473893934e-4
Itga6,1.287,6.224,31.667,1.304891253546486e-4,8.652407473893934e-4
Jrkl,-1.384,3.368,31.628,1.311777674994541e-4,8.692592238014834e-4
Ppm1l,-2.469,1.21,31.613,1.3145300212029858e-4,8.70464249856737e-4
Prpf38b,-1.055,6.536,31.609,1.315250553332901e-4,8.70464249856737e-4
Rbmx,-0.889,5.934,31.576,1.321162044944338e-4,8.738270395316951e-4
Bub1b,2.049,4.887,33.103,1.3232886469627346e-4,8.738321442650631e-4
Slfn8,-0.835,7.136,31.56,1.3240815498331197e-4,8.738321442650631e-4
Brms1,0.793,6.384,31.554,1.325197600262341e-4,8.738321442650631e-4
Rsl24d1,0.716,5.538,31.551,1.3256954475407908e-4,8.738321442650631e-4
Tagap1,-0.93,4.224,31.549,1.326031209773028e-4,8.738321442650631e-4
Hmgn2,1.032,3.77,31.549,1.3261521756070566e-4,8.738321442650631e-4
Ndufab1,-1.552,2.43,31.541,1.3276142179953024e-4,8.742480861054172e-4
Ercc2,-1.979,2.054,31.532,1.329169773209151e-4,8.747250483727264e-4
Itpr1,-1.334,4.463,31.517,1.3318582200296848e-4,8.757937659465204e-4
Fignl1,1.393,3.999,31.514,1.33245825266595e-4,8.757937659465204e-4
Tmem67,-1.24,4.098,31.507,1.3337852315360659e-4,8.761187260583034e-4
Fcgr2b,-0.956,9.008,31.487,1.3374876141042922e-4,8.780026302694614e-4
Prkce,-1.37,2.491,31.479,1.3389616591276144e-4,8.784222904613396e-4
Dnajc30,-1.473,3.629,31.473,1.340025460928624e-4,8.785724564082187e-4
Dnase1l3,-3.144,9.333,33.747,1.341831694985996e-4,8.792088995228914e-4
BC049352,-1.296,3.131,31.447,1.3447309952382071e-4,8.802804886518986e-4
Umps,0.752,6.467,31.445,1.3451401936256322e-4,8.802804886518986e-4
Chst11,1.618,2.812,31.418,1.3502149756163022e-4,8.830523423499284e-4
Mysm1,-0.883,6.323,31.407,1.352169535323574e-4,8.837813677149048e-4
Zfp943,-0.634,4.818,31.391,1.3551939229531975e-4,8.850853630763785e-4
Vcpip1,-0.743,5.806,31.387,1.3558468167624462e-4,8.850853630763785e-4
Adck5,-0.785,5.651,31.341,1.3646229675370343e-4,8.902620884930076e-4
Rps13,0.994,4.123,31.334,1.365884688699505e-4,8.905331213869201e-4
Stx12,0.896,6.744,31.293,1.3735346144668956e-4,8.94635259835001e-4
Lcor,-1.101,4.6,31.292,1.3738768220976545e-4,8.94635259835001e-4
Mmp19,4.369,2.128,32.823,1.3761490511720258e-4,8.95208452668419e-4
Itfg2,-0.902,3.712,31.278,1.376458497023189e-4,8.95208452668419e-4
Clec4e,8.094,5.146,33.511,1.3813135881117573e-4,8.978111728042015e-4
Rnase4,1.462,7.865,31.696,1.3834351587859651e-4,8.986350725867106e-4
Zfp760,-1.825,3.45,31.19,1.393185887168503e-4,9.044105546375174e-4
Mfsd4,-5.013,1.576,32.619,1.400337622453584e-4,9.084927744191779e-4
Zfp629,-1.021,4.489,31.11,1.408770180387955e-4,9.131807705022378e-4
Plekhg2,-1.095,4.394,31.107,1.4092992219857782e-4,9.131807705022378e-4
Tyk2,-1.321,4.08,31.085,1.4137543128094643e-4,9.155037928427072e-4
Sar1b,0.598,6.607,31.068,1.4169923874061423e-4,9.17036340262905e-4
Hjurp,-0.793,6.758,31.021,1.426334137096909e-4,9.22514697275401e-4
Actr1a,0.624,7.375,31.006,1.42915948949652e-4,9.226133262228973e-4
Atxn7l1,-0.494,6.088,31.006,1.4292717010673723e-4,9.226133262228973e-4
Apitd1,1.363,2.234,31.004,1.429604024444846e-4,9.226133262228973e-4
Cdca4,0.899,4.987,31.002,1.4299936663209593e-4,9.226133262228973e-4
Nfatc1,-0.865,7.206,30.973,1.4358683830796934e-4,9.258359678399273e-4
Aldh3b1,0.778,6.964,30.967,1.4369861191109866e-4,9.259892793266938e-4
Coq9,-1.762,4.642,31.461,1.4459555794175643e-4,9.311798127444718e-4
Ddx39,0.784,6.75,30.918,1.4468107895440572e-4,9.311798127444718e-4
Cox7c,-1.386,1.973,30.889,1.452696569532337e-4,9.339321064094514e-4
1600014C10Rik,0.923,6.832,30.888,1.4528621668652208e-4,9.339321064094514e-4
Eif3a,0.757,8.276,30.868,1.4570142070033365e-4,9.357317307782133e-4
Mrps23,0.761,5.455,30.865,1.457440185066513e-4,9.357317307782133e-4
Lamtor4,0.769,6.484,30.822,1.4662354536346256e-4,9.404469731594487e-4
Alg13,1.154,2.759,30.821,1.4665717789172816e-4,9.404469731594487e-4
Daglb,0.812,8.031,30.8,1.4708450722911658e-4,9.426128316516406e-4
Zfp280d,-0.989,4.394,30.79,1.4727544515343662e-4,9.432620263844269e-4
Vipas39,0.615,6.482,30.782,1.474571322139888e-4,9.438512179366204e-4
Ptbp1,0.784,6.027,30.739,1.4833915132686685e-4,9.485310602900622e-4
Gm13479,-2.907,2.297,30.738,1.4836853798702295e-4,9.485310602900622e-4
Dlg1,-0.918,4.019,30.721,1.4870330869858568e-4,9.50094060373538e-4
Mrps28,0.894,4.418,30.683,1.4951030978470757e-4,9.544778401508741e-4
Rai14,3.67,3.62,32.871,1.4957084086370724e-4,9.544778401508741e-4
Cs,0.632,7.67,30.673,1.497036808600284e-4,9.547465658727751e-4
Sfxn3,0.627,6.38,30.643,1.5033388620023006e-4,9.581850299727564e-4
Rpa1,0.629,6.685,30.632,1.505761535330814e-4,9.589595524276042e-4
Ino80dos,-2.023,1.571,30.629,1.5063766417968544e-4,9.589595524276042e-4
Adcy4,-2.714,2.889,31.004,1.5198613312491694e-4,9.669589352318626e-4
Cops2,0.707,6.832,30.496,1.5347751764351159e-4,9.758573523641525e-4
Stk38,-0.746,5.593,30.467,1.5410238215310152e-4,9.792387484281928e-4
BC003965,-1.832,4.274,30.798,1.5465584104528576e-4,9.821625922266397e-4
Tnfrsf11a,1.032,5.462,30.404,1.554735086373058e-4,9.867007094481897e-4
Tmem19,0.85,6.25,30.4,1.555579660718946e-4,9.867007094481897e-4
9330175E14Rik,-2.15,3.788,30.985,1.558003382980517e-4,9.876427469339747e-4
Tsg101,0.688,5.868,30.377,1.560774227310717e-4,9.888035637562118e-4
Nfu1,0.706,6.421,30.343,1.5680894677916639e-4,9.928402809609915e-4
2310022A10Rik,0.795,5.004,30.332,1.5707355435779077e-4,9.939176262820399e-4
Rbm3,1.02,5.061,30.294,1.5791358261896165e-4,9.98632590083734e-4
Cd74,-1.265,16.939,30.285,1.5810290693429196e-4,9.989184309590572e-4
Mrpl13,0.803,4.899,30.283,1.5814863688850986e-4,9.989184309590572e-4
Ece2,1.325,4.133,30.268,1.5849296748011296e-4,0.001000492799516034
H2-T23,-1.353,7.757,30.372,1.586555443167072e-4,0.0010008554666512438
Inf2,2.574,1.739,30.256,1.587520518930683e-4,0.0010008554666512438
Rnf122,-2.542,4.169,31.976,1.5883575304642946e-4,0.0010008554666512438
Gm4951,-2.16,7.646,32.331,1.601070083059027e-4,0.0010082621474584166
Pogz,-0.864,4.696,30.191,1.6022599405115845e-4,0.0010084079757179069
Sec61a2,-1.256,2.21,30.185,1.6036910673803808e-4,0.0010086333808166012
Phf11b,-1.369,7.721,30.353,1.604535094067272e-4,0.0010086333808166012
Ceacam1,1.198,2.944,30.173,1.606447441376549e-4,0.0010092326224242045
Uhrf1,1.646,4.626,30.362,1.6166023315671284e-4,0.0010150063445752322
Polr3b,-0.695,4.928,30.088,1.62594226775013e-4,0.0010195986897947964
Dok3,-2.143,7.003,32.207,1.6265406295444047e-4,0.0010195986897947964
Unk,-1.344,2.997,30.083,1.627025597549122e-4,0.0010195986897947964
Fgg,4.582,2.193,31.84,1.62779226347549e-4,0.0010195986897947964
Tm7sf3,1.456,4.398,30.07,1.6300105173273885e-4,0.0010203807658439089
9430015G10Rik,-0.949,4.531,30.058,1.6326634489663636e-4,0.0010212793733300445
Rab30,-2.432,0.963,30.055,1.6333870429672764e-4,0.0010212793733300445
Dtnbp1,1.785,3.135,30.044,1.636014928395848e-4,0.0010223150291870254
Parp14,-1.104,6.89,30.035,1.6382237871904301e-4,0.0010227351053683329
Tfrc,-1.296,3.74,30.033,1.638630987029373e-4,0.0010227351053683329
Lztr1,-0.523,5.888,30.018,1.6421453840756878e-4,0.0010243210359590078
Tcf12,0.812,4.891,30.011,1.643644365925883e-4,0.0010246486766965679
Btbd3,-1.946,3.378,29.983,1.6503942636949048e-4,0.0010282474148526634
Sh3kbp1,0.676,6.094,29.94,1.6603531029294063e-4,0.001033839982374328
Morc2a,-0.927,3.87,29.898,1.6704128672087663e-4,0.0010394887404871584
Lyz1,3.867,4.963,31.961,1.678419132593817e-4,0.0010438536957615091
Slc39a1,0.824,6.798,29.834,1.6857660705236346e-4,0.0010478036834093449
Cgn,-2.254,2.423,29.826,1.687668436900831e-4,0.0010483668808445952
H2-Aa,-1.149,14.453,29.799,1.6942751695596742e-4,0.0010518500064469883
Rragc,0.945,5.102,29.777,1.6994827058206512e-4,0.001054460879324924
Zfhx3,-1.157,8.185,29.752,1.7056691095276627e-4,0.0010576756652657393
Dock5,0.966,3.932,29.736,1.7095536710081945e-4,0.0010594601460553138
Hrh1,-1.749,3.389,29.731,1.7108668662236908e-4,0.0010596499136710947
Dync1i2,0.644,7.15,29.726,1.7120100723889934e-4,0.001059734234808787
D10Jhu81e,-1.882,4.575,30.545,1.713788344194515e-4,0.0010602113313320917
Cep55,3.049,3.004,30.912,1.7177360582825647e-4,0.0010612260553499002
Kxd1,0.841,6.711,29.702,1.717938226094724e-4,0.0010612260553499002
Arl5a,0.968,5.096,29.7,1.7184540514266177e-4,0.0010612260553499002
Dusp8,-1.535,3.976,29.693,1.7201032518190343e-4,0.0010616214967091905
Nup37,1.325,3.994,29.67,1.7258020837811614e-4,0.0010645143802830693
Sf3a2,-1.374,4.383,29.641,1.7330236085032454e-4,0.0010681156145997818
Smug1,-1.669,2.784,29.638,1.73367050245788e-4,0.0010681156145997818
Igkv6-23,-8.961,1.689,39.338,1.7364306849391667e-4,0.0010686620290115737
Tmem37,1.485,6.249,30.447,1.7365884915041254e-4,0.0010686620290115737
Acad12,-1.064,3.372,29.617,1.7389125534857499e-4,0.0010694667913694065
Cdr2,-1.355,2.407,29.595,1.7444169135679812e-4,0.0010722254194787304
Dynlt1f,1.164,2.405,29.589,1.745914893849058e-4,0.001072519698072016
Lrrc66,-5.515,3.538,31.619,1.7538405159889288e-4,0.0010767598453764
Pex16,0.653,5.121,29.54,1.7583216288821911e-4,0.0010788815452319124
Ciapin1,0.857,5.333,29.534,1.7597314570392606e-4,0.001079113344177955
Fam219b,-0.684,5.243,29.53,1.7607503677217036e-4,0.001079113344177955
Als2cl,-1.282,3.314,29.526,1.7618665589768547e-4,0.0010791689057109105
Tmem25,-2.985,3.171,30.846,1.7648474653039078e-4,0.0010801110771720623
Dbi,0.826,6.836,29.512,1.7654576192492133e-4,0.0010801110771720623
Tmem229a,-2.167,3.549,29.924,1.7665368762547737e-4,0.0010801433787814632
0610009B22Rik,0.627,4.868,29.494,1.7700303304660323e-4,0.001081650938878865
C2cd3,-0.853,4.047,29.478,1.774124280371807e-4,0.0010835234940425147
Stard5,0.904,5.904,29.465,1.777529849928816e-4,0.0010849737013225596
Rfc2,0.608,6.471,29.457,1.779400248983698e-4,0.0010854857286988668
Melk,2.731,2.856,30.078,1.783748315601674e-4,0.0010872004257683045
Bcl2l11,1.227,5.211,29.438,1.7842774259259355e-4,0.0010872004257683045
Cox11,-1.588,2.126,29.407,1.7923728811220348e-4,0.0010915011474564337
Slc15a2,-1.382,4.927,29.388,1.7973908556828528e-4,0.001093593381974594
Atp5c1,0.713,8.721,29.384,1.7983638466990395e-4,0.001093593381974594
Stk16,-1.272,3.564,29.38,1.7994768531974425e-4,0.001093593381974594
Tanc1,-2.503,3.004,29.789,1.7999655398460486e-4,0.001093593381974594
Gsto1,1.239,2.874,29.373,1.8011561574313137e-4,0.0010936852997489737
Nfatc2,-0.935,4.888,29.369,1.8023544564785938e-4,0.0010937817730982838
Vps41,0.671,6.773,29.309,1.8179216558331652e-4,0.0011025930596157002
Mterf1a,-1.413,1.742,29.298,1.8209574310106794e-4,0.0011037981017583743
2310045N01Rik,0.834,4.165,29.288,1.8235311592992886e-4,0.001104721841641129
Msh2,-1.656,4.493,29.4,1.8282009230819284e-4,0.0011069135968694553
Bub1,3.387,3.243,31.251,1.8301150741801544e-4,0.0011069159265389321
Wfdc15b,-4.894,7.1,31.288,1.8307493552944737e-4,0.0011069159265389321
Smarca2,-0.934,4.29,29.258,1.8313604752487702e-4,0.0011069159265389321
Psma1,0.811,7.652,29.24,1.8362183362088117e-4,0.0011092150144618442
Bst1,1.667,4.436,29.314,1.8491046803132096e-4,0.0011163584940295987
Tor4a,-1.57,6.735,30.248,1.8611501334735227e-4,0.00112298640220997
March7,-0.703,5.659,29.14,1.8631947852605716e-4,0.0011235758581832089
H6pd,1.01,4.457,29.132,1.8653056081399685e-4,0.0011238461991089667
Zmynd8,-0.839,6.162,29.13,1.8657790647565948e-4,0.0011238461991089667
Xdh,3.527,6.352,31.134,1.8678956765300257e-4,0.0011244774716318913
Cass4,-1.933,2.248,29.104,1.8730185454518902e-4,0.0011269167612229982
Smarcc2,-1.175,5.851,29.098,1.8744115062686024e-4,0.001127110416026543
Tnrc6b,-0.85,5.247,29.036,1.891431158913685e-4,0.0011366950362791952
Gm20748,4.794,1.012,30.163,1.8926479433100526e-4,0.0011367770723431326
Slc1a5,-0.683,4.7,28.997,1.9024166375268968e-4,0.0011419925999255867
Smpd2,-1.329,4.693,28.951,1.9152673882520915e-4,0.0011482273241897236
St18,1.581,2.81,28.95,1.91547280404966e-4,0.0011482273241897236
Sdc3,-0.887,5.937,28.948,1.9161050092633428e-4,0.0011482273241897236
E130307A14Rik,-1.514,1.902,28.944,1.9171675459482508e-4,0.0011482273241897236
A630052C17Rik,-1.44,2.596,28.937,1.919084125023964e-4,0.0011487214020265743
Tet2,-0.711,6.163,28.918,1.9244157736812367e-4,0.0011512579412420497
Nedd9,-0.928,6.326,28.872,1.937279739615033e-4,0.001158295153407329
Cd320,-1.996,2.167,28.849,1.9438083651703703e-4,0.0011615386386534814
Lrrc59,1.345,4.382,28.837,1.9474959811864424e-4,0.001162491224033716
Fan1,-1.607,1.492,28.836,1.9476119243290327e-4,0.001162491224033716
Bzw2,1.105,4.536,28.812,1.954610133476207e-4,0.001166006940735268
Nlrp3,-0.787,5.046,28.793,1.9598731241549948e-4,0.0011684841294891223
Camk2d,-9.771,5.037,30.751,1.9642884375265548e-4,0.001170453410424232
Irak3,1.239,3.115,28.773,1.965691659297481e-4,0.0011706266740683301
Parp11,-1.263,5.895,28.744,1.9742015364238434e-4,0.0011750295683138068
Znhit1,0.667,5.306,28.726,1.9793100735167942e-4,0.0011774041777058918
Spon1,3.072,2.418,29.302,1.9848086957802705e-4,0.0011800080172709483
Qpct,2.195,4.223,29.866,1.9930142212237263e-4,0.0011840141756587295
Ccdc171,-2.66,3.325,29.745,1.9945710222826502e-4,0.0011840141756587295
Hars2,-1.542,4.231,28.672,1.9951868368112217e-4,0.0011840141756587295
Fam49b,0.87,6.253,28.669,1.9960994847606508e-4,0.0011840141756587295
3830403N18Rik,2.645,2.171,28.665,1.9971730132036915e-4,0.0011840141756587295
Dedd,-1.244,2.421,28.658,1.9991101295448941e-4,0.0011844952642568085
Rpl5,-1.366,3.411,28.653,2.0007114412910577e-4,0.0011847769553576704
Slc12a4,1.202,2.721,28.639,2.0047897263464294e-4,0.001186524313292659
Abhd4,0.851,6.463,28.613,2.0124326180734686e-4,0.0011903782147266503
D330023K18Rik,-1.44,3.289,28.595,2.0177811068012184e-4,0.0011928713812847877
Agap1,1.235,3.201,28.563,2.027365393085453e-4,0.001196875533900162
Rap1gap,-3.287,1.55,28.558,2.028864883764563e-4,0.001196875533900162
Tmed2,0.698,5.801,28.558,2.0290458911485603e-4,0.001196875533900162
Bccip,0.702,6.185,28.557,2.0291038225581e-4,0.001196875533900162
Zbtb20,-0.98,6.13,28.547,2.032288274613155e-4,0.0011973732264119192
Farsb,0.764,6.039,28.546,2.0325895868297914e-4,0.0011973732264119192
Slc4a11,-2.336,1.503,28.54,0.00020342384025579191,0.0011973732264119192
Mmp2,2.784,1.645,28.539,2.034499029577603e-4,0.0011973732264119192
Shank2,-3.229,1.426,28.536,0.00020356780085698371,0.0011973974110777192
Dctpp1,0.844,4.146,28.508,2.04410750776478e-4,0.0012016290797838944
mt-Nd6,-1.456,8.833,28.922,2.0452856463859536e-4,0.0012016290797838944
Elp5,0.737,5.865,28.5,2.0462979292718226e-4,0.0012016290797838944
Cwc15,0.706,6.839,28.482,2.0520042645873668e-4,0.0012043079127859934
Acp6,-1.304,5.558,28.476,2.0537070978058006e-4,0.001204628794889937
Hmmr,3.613,3.55,30.41,2.0548405272521495e-4,0.001204628794889937
Slc38a6,1.507,3.378,28.434,2.066370583456205e-4,0.0012101241283631928
Uba6,-0.703,5.193,28.434,2.0665143577579186e-4,0.0012101241283631928
Abca9,-1.446,7.167,29.164,2.0686176011032865e-4,0.00121068203650778
Kif5b,0.59,6.269,28.419,2.071213773254624e-4,0.0012115276562511621
Atp6v0d2,3.42,4.805,30.34,2.0741710707631507e-4,0.0012125834543133685
Rwdd1,1.051,2.55,28.391,2.0796593963383545e-4,0.0012150147033341227
Atp5g2,1.348,2.329,28.388,2.0806390719453472e-4,0.0012150147033341227
Kitl,-1.859,4.255,28.915,2.082669219657854e-4,0.0012155256904303716
Myc,-1.446,6.241,29.091,2.0909859832250234e-4,0.0012195574779066912
Gosr2,0.865,7.051,28.352,2.0918951322071439e-4,0.0012195574779066912
Nudt14,1.063,3.892,28.298,2.1085550365820287e-4,0.001228589404759285
Zfc3h1,-0.797,4.718,28.269,2.1176910007452953e-4,0.0012332297952873683
Mospd2,0.651,6.485,28.258,2.1211395098584546e-4,0.001234554815389409
Hsd17b7,1.21,3.348,28.241,2.1266603705919995e-4,0.0012370838628932895
Ywhab,0.746,6.829,28.171,2.148842871213207e-4,0.0012492180594159427
Zcchc8,-0.526,6.219,28.168,2.1498944270666845e-4,0.0012492180594159427
Rbbp7,0.596,6.757,28.142,2.1582244813607605e-4,0.0012531279451357
Spg20,-1.285,4.173,28.139,2.1590050028803804e-4,0.0012531279451357
Slc22a17,-1.72,2.749,28.117,2.1661618217232216e-4,0.0012565888009919218
E330020D12Rik,-2.247,1.279,28.102,2.1711295300349517e-4,0.0012587766415734323
Fam81a,-4.313,3.474,29.982,2.175973672753367e-4,0.0012608904712766344
Telo2,-0.591,4.962,28.074,2.1801422160308532e-4,0.0012626107066204
Mcoln2,3.495,2.396,29.091,2.1858416224939257e-4,0.0012652151481575126
Got1,0.682,6.738,28.051,2.1876235131204535e-4,0.0012655504248799633
Rpl13a,0.868,8.626,28.009,2.2014375040002118e-4,0.0012728421348678148
Gnptg,-0.629,6.091,27.988,2.2083338105114575e-4,0.0012739005503085421
Lyrm9,-1.157,4.104,27.988,2.2084370526799253e-4,0.0012739005503085421
Zfp773,-1.462,2.69,27.987,2.20877900572944e-4,0.0012739005503085421
Oaz2,-1.078,3.388,27.987,2.2089192558178455e-4,0.0012739005503085421
Pkd2,-1.436,4.221,27.985,2.2093210152172285e-4,0.0012739005503085421
Tfap2b,-4.037,3.597,29.852,2.2143330887317798e-4,0.0012760912975205104
Zfp748,-1.015,4.77,27.961,2.217321971004035e-4,0.0012771143459701948
Zfp937,-1.466,1.601,27.957,2.2186412878144973e-4,0.0012771751789754898
Zranb3,1.6,2.122,27.916,2.2325401989070336e-4,0.0012844735108309849
Mroh2a,-1.641,1.832,27.889,2.241352809512658e-4,0.0012881226195625463
H2-K2,-2.513,3.832,29.238,2.2413638589824014e-4,0.0012881226195625463
L1cam,-1.927,3.012,27.886,2.2425550119154088e-4,0.0012881226195625463
Cxcl14,1.805,2.666,27.875,2.2460589815348483e-4,0.0012894314600486202
Ccrl2,3.101,7.077,29.739,2.2484364558038707e-4,0.0012900925204157104
mt-Nd4,-1.767,10.309,28.968,2.251368609176419e-4,0.001291070946831796
Rictor,-0.779,4.469,27.854,2.2531572562837747e-4,0.001291392908925608
Cap1,0.744,8.955,27.795,2.2733973312618588e-4,0.0013022841653167415
Tle1,-1.599,4.946,28.346,2.285809268248969e-4,0.0013086817698467845
Psma4,0.75,6.641,27.753,2.2878082522796882e-4,0.0013091139879684154
Ddx5,-0.754,8.38,27.746,2.290211327712997e-4,0.0013097768370393405
Ccdc107,-2.134,3.422,28.074,2.2940415783738046e-4,0.001311254727280149
Spryd3,0.796,5.663,27.728,2.2965695757865866e-4,0.0013113693082927088
Trmt1l,-0.989,3.969,27.727,2.296734424768091e-4,0.0013113693082927088
Tma7,0.701,5.905,27.7,2.3061147949373346e-4,0.001316011170668415
Arfgap1,-0.68,6.227,27.683,2.3120807304089362e-4,0.0013187005705199587
mt-Nd1,-1.545,11.119,28.241,2.3167264058184483e-4,0.0013198331810416386
Ptchd1,-2.223,4.929,29.515,2.318011641683196e-4,0.0013198331810416386
Thoc5,0.794,5.341,27.663,2.3190306259617422e-4,0.0013198331810416386
Hpgds,0.736,8.18,27.663,2.319083485456609e-4,0.0013198331810416386
Impdh2,0.947,3.634,27.651,2.323247852387029e-4,0.0013214884946307409
Gtf2f2,0.901,4.883,27.624,2.3328941311162392e-4,0.0013262585057664067
Sbno1,-0.532,6.392,27.618,2.335026931445911e-4,0.0013267542332400283
Ndufs6,0.831,5.388,27.612,2.3370342200654764e-4,0.001327178148826174
Ate1,-1.078,2.679,27.606,2.3393461170242126e-4,0.0013275122783349242
Zfp398,-1.278,2.719,27.603,2.340145658378109e-4,0.0013275122783349242
Nrip2,-2.361,1.385,27.562,2.3549620707110706e-4,0.0013351975145524028
Setd2,-0.598,5.92,27.556,2.3568837348937052e-4,0.0013355674497730996
Ccdc141,-3.337,3.85,29.384,2.3595077684899238e-4,0.0013360421292412323
Cdc37,0.613,7.164,27.547,2.3602606844620836e-4,0.0013360421292412323
Pip4k2c,-2.136,2.064,27.542,2.3619990507425082e-4,0.0013363073124173879
mt-Atp8,-1.208,9.754,27.528,0.00023669173262877368,0.001338370286111008
Ncoa5,-0.731,3.856,27.52,2.369987712801442e-4,0.0013393867186793542
Nudt2,0.805,3.822,27.506,2.3748535892129447e-4,0.001341416227551681
Cript,0.775,6.13,27.49,2.3805936244784492e-4,0.0013439352702035458
Tug1,-0.686,8.142,27.487,2.381867603278165e-4,0.0013439352702035458
Sf3b6,0.775,5.995,27.449,2.3953973985007087e-4,0.0013505295768173912
Gm8186,1.37,1.149,27.447,2.3961215622142633e-4,0.0013505295768173912
Gpc2,-2.289,1.57,27.432,2.4017410264278512e-4,0.001352972206697017
Cenpw,2.398,1.083,27.389,2.417693770418187e-4,0.00136123015227986
Art2a-ps,-1.887,2.098,27.376,2.422293113648102e-4,0.0013630903975892501
Atg101,0.677,5.606,27.357,2.42917688336713e-4,0.0013662334764122026
Vps72,-0.778,5.633,27.349,2.4322208841005174e-4,0.001367214763001589
Vars2,-2.154,0.781,27.339,2.4358747092760683e-4,0.0013685376169627372
Gramd1b,1.487,3.488,27.311,2.446480639662953e-4,0.001373762847981497
Exoc6b,-1.318,4.356,27.3,2.450397216206495e-4,0.001374734226014499
Ywhaz,0.748,8.241,27.299,2.450823346957332e-4,0.001374734226014499
Lcmt1,0.696,4.437,27.295,2.452390879879096e-4,0.0013748806195507581
Slc38a9,-0.689,5.622,27.276,2.459349816270014e-4,0.0013780478230356423
Hgf,1.047,3.624,27.256,2.4670291167562866e-4,0.0013816075339139818
Stk10,-0.983,7.107,27.25,2.4694749286583654e-4,0.0013816075339139818
Ctnnd2,-5.22,2.271,29.049,2.4706443647653224e-4,0.0013816075339139818
Slc13a3,-1.053,6.727,27.246,2.470954460539878e-4,0.0013816075339139818
Rpl19,1.065,2.115,27.24,2.473171892267448e-4,0.0013816183816632507
Supt3,-1.374,3.46,27.238,2.473670356199827e-4,0.0013816183816632507
Rgs1,3.919,9.457,29.036,2.474912714468524e-4,0.0013816183816632507
Ect2,2.102,3.19,27.255,2.478443559718328e-4,0.0013821558858228091
Dgka,-1.259,3.956,27.225,2.4787730444286813e-4,0.0013821558858228091
Pgk1,1.018,2.888,27.222,2.4798159388325224e-4,0.0013821558858228091
Mtf2,-0.779,4.044,27.217,2.4816923948187076e-4,0.0013823160743543152
Sugp2,-1.294,4.181,27.215,2.4827305716332374e-4,0.0013823160743543152
Acpp,5.645,0.211,28.514,2.486959269027026e-4,0.001383436997094324
Smg5,-0.943,4.57,27.202,2.4875985871798673e-4,0.001383436997094324
